"Time / s","Vm3:Measured voltage","Am1:Measured current"
0.013066666667077866,36.487978281261192,130.49691895112963
0.013076666667077866,36.444067109498029,129.2929782356305
0.013086666667077865,36.399779840458415,128.08062139792062
0.013096666667077865,36.355116667194849,126.8598769344043
0.013106666667077865,36.310077784791808,125.63077366914834
0.013116666667077864,36.264663390317331,124.39334075529902
0.013126666667077864,36.218873682774515,123.14760767654212
0.013136666667077863,36.172708863053181,121.89360424860618
0.013146666667077863,36.126169133881447,120.63136062080892
0.013156666667077863,36.079254699777394,119.3609072776468
0.013166666667077862,36.031965767000713,118.08227504042756
0.013176666667077862,35.984302543504377,116.79549506894573
0.013186666667077861,35.936265238886293,115.50059886320109
0.013196666667077861,35.887854064341049,114.19761826516009
0.013206666667077861,35.83906923261155,112.88658546056004
0.01321666666707786,35.789910957940776,111.56753298075614
0.01322666666707786,35.740379456023518,110.24049370461131
0.013236666667077859,35.690474943958066,108.90550086042866
0.013246666667077859,35.640197640198032,107.56258802792664
0.013256666667077859,35.589547764504104,106.21178914025687
0.013266666667077858,35.538525537895843,104.85313848606445
0.013276666667077858,35.487131182603562,103.48667071159076
0.013286666667077857,35.435364922020199,102.11242082281872
0.013296666667077857,35.383226980653227,100.73042418766038
0.013306666667077856,35.330717584076645,99.34071653818674
0.013316666667077856,35.277836958883057,97.943333972899808
0.013326666667077856,35.224585332635769,96.538312959046593
0.013333333333765813,35.188878249456224,95.597406874030952
0.013333333333766191,35.188878249454199,95.597406873977476
0.013343333333766191,35.135008796297925,94.179737159837345
0.01335333333376619,35.080768953305999,92.754528063926699
0.01336333333376619,35.026158951192912,91.321817426032624
0.013373333333766189,34.971179021421811,89.88164346603881
0.013383333333766189,34.915829396157285,88.434044786475496
0.013393333333766189,34.860110308218346,86.979060375110478
0.013403333333766188,34.804021991031561,85.516729607580956
0.013413333333766188,34.74756467858446,84.047092250065916
0.013423333333766187,34.690738605379117,82.570188461998953
0.013433333333766187,34.633544006386025,81.086058798821071
0.013443333333766187,34.575981116998243,79.594744214773428
0.013453333333766186,34.518050172985824,78.096286065729302
0.013463333333766186,34.459751410450636,76.590726112065283
0.013473333333766185,34.401085065781487,75.078106521571229
0.013483333333766185,34.342051375609671,73.558469872398405
0.013493333333766185,34.282650576764937,72.031859156045513
0.013503333333766184,34.222882906231945,70.498317780382223
0.013513333333766184,34.162748601107133,68.957889572709362
0.013523333333766183,34.102247898556229,67.410618782855678
0.013533333333766183,34.041381035772261,65.856550086310222
0.013543333333766183,33.980148249934182,64.295728587389846
0.013553333333766182,33.918549778166174,62.728199822441155
0.013563333333766182,33.856585857497663,61.154009763076388
0.013573333333766181,33.794256724824038,59.573204819442047
0.013583333333766181,33.731562616868167,57.985831843519939
0.01359333333376618,33.66850377014282,56.391938132459359
0.01360333333376618,33.605080420913922,54.79157143193995
0.01361333333376618,33.541292805164765,53.184779939563896
0.013623333333766179,33.477141158561274,51.571612308276642
0.013633333333766179,33.412625716418319,49.95211764981503
0.013643333333766178,33.3477467136671,48.32634553818167
0.013653333333766178,33.282504384823845,46.694346013144518
0.013663333333766178,33.216898963959643,45.05616958376018
0.013673333333766177,33.150930684671692,43.411867231919707
0.013683333333766177,33.084599780055925,41.761490415915638
0.013693333333766176,33.017906482681063,40.105091074028522
0.013703333333766176,32.950851024564315,38.442721628131679
0.013713333333766176,32.883433637148578,36.77443498731234
0.013723333333766175,32.815654551281483,35.100284551507698
0.013733333333766175,32.747513997196101,33.420324215153791
0.013743333333766174,32.679012204493681,31.734608370845734
0.013753333333766174,32.610149402128172,30.043191913006986
0.013763333333766174,32.540925818393006,28.346130241565742
0.013773333333766173,32.471341680909866,26.643479265636433
0.013783333333766173,32.40139721661982,24.935295407203913
0.013793333333766172,32.331092651776778,23.221635604808085
0.013803333333766172,32.260428211943378,21.502557317226547
0.013813333333766172,32.18940412198949,19.778118527152632
0.013823333333766171,32.11802060609336,18.048377744866322
0.013833333333766171,32.046277887745539,16.313394011895138
0.01384333333376617,31.974176189755738,14.57322690466223
0.01385333333376617,31.901715734262684,12.827936538118616
0.013863333333766169,31.828896742747119,11.077583569356525
0.013873333333766169,31.755719436048071,9.3222292012005923
0.013883333333766169,31.682184034382505,7.5619351857734705
0.013893333333766168,31.608290757368501,5.7967638280324625
0.013903333333766168,31.534039824052066,4.0267779892735707
0.013913333333766167,31.459431452937764,2.2520410905991644
0.013923333333766167,31.384465862023234,0.47261711634539294
0.013925984973201813,31.364527798556395,5.2902127123388709e-14
0.013925984973202209,31.364527798555649,0
0.013935984973202208,31.345858342572733,0
0.013945984973202208,31.327574078511404,0
0.013955984973202207,31.309663275858654,0
0.013965984973202207,31.292114711486096,0
0.013975984973202207,31.274917640853772,0
0.013985984973202206,31.258061771228817,0
0.013995984973202206,31.241537236752233,0
0.014005984973202205,31.225334575202737,0
0.014015984973202205,31.209444706320951,0
0.014025984973202205,31.193858911569876,0
0.014035984973202204,31.178568815218895,0
0.014045984973202204,31.163566366648801,0
0.014055984973202203,31.148843823784482,0
0.014065984973202203,31.134393737570068,0
0.014075984973202203,31.120208937408854,0
0.014085984973202202,31.106282517496872,0
0.014095984973202202,31.092607823985123,0
0.014105984973202201,31.079178442910898,0
0.014115984973202201,31.065988188843512,0
0.014125984973202201,31.053031094194335,0
0.0141359849732022,31.040301399144973,0
0.0141459849732022,31.027793542151223,0
0.014155984973202199,31.015502150983757,0
0.014165984973202199,31.003422034269462,0
0.014175984973202198,30.991548173500341,0
0.014185984973202198,30.979875715479189,0
0.014195984973202198,30.968399965173781,0
0.014205984973202197,30.957116378953298,0
0.014215984973202197,30.946020558182717,0
0.014225984973202196,30.935108243152698,0
0.014235984973202196,30.924375307324045,0
0.014245984973202196,30.913817751867427,0
0.014255984973202195,30.903431700480315,0
0.014265984973202195,30.893213394464457,0
0.014275984973202194,30.883159188048289,0
0.014285984973202194,30.873265543939848,0
0.014295984973202194,30.863529029096615,0
0.014305984973202193,30.853946310699779,0
